reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOG_0XwlHu8dVJeqka1pjg4ZoTlDe4ksygIeS8GFcWXBGjo8evL92nc0-7gmmUmvZBWDAG-CcSKHCmHvCQI,Pambayun69,https://play-lh.googleusercontent.com/a-/AOh14GhfdinI3xBGqyiukh974cTFAMgCiCw06StV82u-gQ,Good,5,0,1.2.20,2021-06-25 16:02:59,,
gp:AOqpTOFM8dbpBm-2kh-VUVgfq10dkma-9AGlW_UF6BU2xCH_XqbH3HDbTdyTsFqVm7KudB7bP4mZE6IfU3rJfI8,Awi Gaul,https://play-lh.googleusercontent.com/a/AATXAJyItohsZRkoVboKWvKhzcC0JwT3qz1Eex2MFl4A=mo,Ok,5,0,1.2.20,2021-07-08 04:52:44,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-07-08 12:00:39
gp:AOqpTOHw1MTKueD5GGeW9qc_wafwDicVLt_UEHRCY61sY6YlJ2k-bHskob0BNv6tA54IW6NLwiv_mYFf92XCdLU,Arifin Bule,https://play-lh.googleusercontent.com/a-/AOh14GgdTkgq_oJyHbTDhWU-Wc4jjhcGLtePdf5S5sh4,Mantap,5,0,1.2.20,2021-07-11 10:54:13,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-07-12 10:31:43
gp:AOqpTOELOSIYYkcDLI0SorJgIQ6K0jQyCEoft-JTAa8fzFyfDURvtfNl692_7N3Nl1eXwzyUKtFuBrmVTjMw-KM,Muhammad Izaz Retama,https://play-lh.googleusercontent.com/a-/AOh14Gi9vuf4bZayVd8xBrYxT-TT6JypbwaBce5Y-aMY,Keren,5,0,1.2.20,2021-07-01 16:31:51,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2021-07-02 08:57:02
gp:AOqpTOFQQWG4m_UxFasuL4FABCfRiN10OtSy-tuDmG6KUHh6tmkH6pGawtTtl2zd-Ja5OcJie3J5-6GVHmZ6qDc,ikan hias ornamental fish,https://play-lh.googleusercontent.com/a-/AOh14GgwfVKDCzzPyaJkw_1T69hw_E4C9H0aUJj9kUoiIg,Bagus,5,0,1.2.20,2021-06-24 13:57:19,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-06-24 14:43:33
gp:AOqpTOF3s84ZOH8mF81sAlJh0yqlFHr-yWS3Cs4d_f0a6gCtQKr1UTIQ60mrR2azS1IL1AoesnTxqo2tkjwoJDU,khanza kaesa,https://play-lh.googleusercontent.com/a-/AOh14GjQ2MkEowvlg3PLyABLcwmNGRK5lYM8afxWtBPNzUE,👍,5,0,1.2.20,2021-06-22 03:50:09,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2021-06-22 09:07:01
gp:AOqpTOGVRNYs1fjNI8pZRO18HZ4ckiDDSgay8IbSd7vU3LAqewJzQe1IuOEWyapX9xsy1Ay-7uT7qQ9hFbKG4-o,Djalu Aryaguna,https://play-lh.googleusercontent.com/a-/AOh14GhEle9UIPaoytwQxv3hmLv3L5k2HN4iFCQTL6ATXBw,error melulu,1,1,1.2.19,2021-06-17 10:08:04,"Hi kak, mohon maaf atas ketidaknyamanannya. Untuk mengatasi masalah ini, mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan masalah tersebut melalui email kami di dki@jakarta.go.id Terima kasih telah menggunakan JAKI :) #BF",2021-06-17 11:49:16
gp:AOqpTOHvmMbHtVeeaqXXGlCwkEWaItvS60ITwEfkIytMK3yQRE4-kH8fsWDoqP97T4XHsDYkeItmyitN-Zi9EPg,Teguh Imanto,https://play-lh.googleusercontent.com/a-/AOh14GiKKQG3aVKvu65k4HTi-DnjxcnjwiIYiRWknIzbng,Continuous improvement,5,0,1.2.19,2021-06-13 11:57:18,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2021-06-16 16:24:01
gp:AOqpTOHZAMOTa87QyufGTmIlTQ2LcxseFGTea_t_Ko-B-EXcStKxNJY6FVCPmoaK-x_KFpc3DzfWezG5DEgny6A,susy widyanti,https://play-lh.googleusercontent.com/a/AATXAJyfqRvNy_ASVgBsUcEoYT5BdcGPZ6LPvaSgg1_V=mo,Good,5,0,1.2.19,2021-06-17 09:39:01,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-06-17 09:58:51
gp:AOqpTOFcyZj5t-d6ueoDYL1aqeKSlBQV-QRKHGIDTOgDAtDVECGUIDe6PdEuLWmIOMDjjsWqUu6KvzuDgU2vDAo,Fandy Ried II,https://play-lh.googleusercontent.com/a-/AOh14Gj2gZS13hk4yYN7L_0aM7YbxPUqAqWzpw1HWdW6Sw,👍,4,0,1.2.19,2021-06-17 08:47:05,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-06-17 09:56:30
gp:AOqpTOFGMaBrG_LPjUMKEOmEYAmYKXadO5JMJWK-7-iX-Qpghfc4D8vrJ4NVa9sm8DuRdcdN9xaAmS03TJb7tcs,Risnata Ata,https://play-lh.googleusercontent.com/a/AATXAJyI3gCUmpztbNtydtlFILoQ9SsUnQWuBhorY4jj=mo,Bagus,5,0,1.2.18,2021-06-14 11:04:55,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2021-06-16 16:56:12
gp:AOqpTOGOROySGVFhipkmHbWuxpLujG0bNYIlSH4BKJFvclb8GDlVf2YR6NHaDcH5qjspvRdvPWqIcX-g1EZ6bnU,Imron 1 expedimen,https://play-lh.googleusercontent.com/a/AATXAJwPdnrl52LeO-kdt2RxtyEVowkCt8VEUDVafbEy=mo,bagus,5,0,1.2.18,2021-09-07 10:38:45,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AHL",2021-09-07 11:25:28
gp:AOqpTOFE_R1SybJ6M6h573giRfePxKinSGpFIMcUQjaDmOMsMXzDK0eAfYV8c1AN_KZrCbIx4BsWaMroWdJhg2M,Ahmad Yani,https://play-lh.googleusercontent.com/a/AATXAJx_oaYp86APY3KwgwIhkv_dtc6tIsbYEqDVSgcL=mo,Mantap,5,0,1.2.18,2021-06-01 09:15:57,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #CTK",2021-06-02 09:38:05
gp:AOqpTOFcWBARLnVfQJRRMG0AXcMkvIi76lzK5SE_fVZ-QGUURcIRqTsPQh2xRWcyox1MYN9nL1Rj2Zcgjr_MaaY,sukarno Karno,https://play-lh.googleusercontent.com/a/AATXAJymQRIOUah3qFc1aM_7QlZrY0yrWX6feZ53O6SU=mo,Ok,5,0,1.2.18,2021-06-09 16:22:51,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AHL",2021-06-10 09:13:18
gp:AOqpTOHYUu_3MtxJWA-HxMtPA_u9VAFzUbEl2ZBbhW7dEpb5em7VVGo89XtZnNz8z8MU9PUlYZP0gv_ylbF75_k,Beny Afrijal,https://play-lh.googleusercontent.com/a-/AOh14Gi3Iyq95T1oZd2_LSbd0iF6SSZj58hIaT53wVB3fA,Bagus,1,0,1.2.18,2021-06-14 08:08:07,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2021-06-16 16:54:17
gp:AOqpTOGaPTGUtTo2xVDrnJ_YyOC3qan0qOaTpoaRVqCrCYWikXBaX4ELXecoX3lafs8yXbMKRWCCx0CWhcA4Wts,Awi Hasim,https://play-lh.googleusercontent.com/a/AATXAJz8Im0Jedi1FfNU_n1mr7VUHhLvuZKtVtfIFmiF=mo,👍,4,0,1.2.18,2021-06-09 20:43:06,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AHL",2021-06-10 09:14:18
gp:AOqpTOHCKcmjEb1yV6qCmfGvCEjxYnQmmZeGM88Y6VCScsps8A8W8Z9CCO7M2ZfO3pXhJ34xtP3N_eiON_M4TZw,Imammuarifan Arif,https://play-lh.googleusercontent.com/a-/AOh14Giz1TEOXpHOdwi4tclXwmAH5cEfsU_gysgWNQJpExU,Apliksi ga mendukung..,1,0,1.2.17,2021-05-16 11:12:53,"Hi kak, mohon maaf atas ketidaknyamanannya, kami akan berusaha untuk segera memperbaikinya :) #CTK",2021-05-17 09:11:14
gp:AOqpTOEvuwl2JegH83CJDRYEVbwbZvm8juSyxfXYJ4pp8b0ZrEp__4IA-gA-26l1yZmCAP4qVMBQGaWnwcVmkuE,Ariani Aku,https://play-lh.googleusercontent.com/a/AATXAJwP-gmJ3EY2DXsj-HKxnfSeLQgZl81gdij0h7uS=mo,Sangat Bermanfaat,5,0,1.2.17,2021-05-28 15:18:29,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-05-31 09:03:30
gp:AOqpTOGzjdJ6U6qq5DgzC_A4yY_GJKdwCG4pkQF3aApnf9YpWh57x-BMvrxjcu5vvIgI8G4vnk8AiZ45aNYw8_M,tomi di,https://play-lh.googleusercontent.com/a/AATXAJzBdYso5-zFErcr5rlLozJYx0XEsyIXCESCJpKo=mo,Mantul,5,0,1.2.17,2021-05-24 08:23:02,"Hai kak, Terima kasih ya atas ulasannya. Kami akan selalu berusaha untuk memberikan yang terbaik :) #RA",2021-05-24 08:40:53
gp:AOqpTOEQ8MqUC9wUxN46fevZSqwh3DTBz_2FYLow3hEIsZIsW4sI6c75WHRS448a0nT5iqr6ULElvlu9PVq2iUU,Dedah Dedah,https://play-lh.googleusercontent.com/a/AATXAJyrhPS0SZxiZSTk7LH97evgA7FT-ujUPrc1yMDg=mo,Cocok,5,0,1.2.17,2022-03-13 18:05:15,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #IB",2022-03-14 14:31:01
gp:AOqpTOGXyz9GDHM54N9Li-5kCGk7un0YjQXS6C2gpqUcgYjb0-FdXoIwoslA83dacLYZS0QGw3Sbeb5zsI2bWIo,ABDUL AZIS,https://play-lh.googleusercontent.com/a-/AOh14GjQRaBeR08sSNpQqGBeaIerX7vsiV8Gsk9jfKkwAg,Mantap,5,0,1.2.17,2021-05-18 21:05:36,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-05-19 09:05:59
gp:AOqpTOH5_HcEHGeGSsER1IrAX7lZ8RbNY6jiIPl4kdbmjlrTDyJ7k9y3r7378dQFTQKppJEQ08iZPNrqWIVPVLs,Security PBB,https://play-lh.googleusercontent.com/a/AATXAJwtfXcVtjm0nJv301jSHLfGcPP0K-d0RBK1NXaI=mo,Top,5,0,1.2.17,2021-06-25 21:54:23,,
gp:AOqpTOGFJyzYhwjKbcGC6nsM0C9E9AloEyVb0QQphy8rqpDl4JZq1IkJmZy7463z86mfxEmmToSUx3rTXjljWYM,kulo van jenengan,https://play-lh.googleusercontent.com/a/AATXAJytTZyrNJug7Ka20HI4GB0_0Sl1FtV6SGfFt1Hy=mo,Mantabz,5,0,1.2.17,2021-05-19 13:45:31,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-05-19 15:06:41
gp:AOqpTOHxfmEu7Ysdg6Fp4Qlv9xjHOEZtw74VfJwWxsf4cn2WtywkvA9QGUEkH81siJ21eNT6jnmbuP_m5NhNSx0,Saepulloh Abdul Manaf,https://play-lh.googleusercontent.com/a-/AOh14Gh8xGzXVJGKLrPw9Yd0Qk-CkiEIXnI5pTKymH4FQwA,Top,5,0,1.2.17,2021-05-28 18:41:04,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-05-31 09:15:01
gp:AOqpTOFASZJoUXwc_Cyo2ildfAuFugTRaFhvaKyo2hpydy_bFID_54ODsVpac8uEeNarfTs2Phx7ddbLuwu5aFs,Surya Iskandar,https://play-lh.googleusercontent.com/a-/AOh14GjW7j2uBMxotEZGVz625xiITaNoq9mmHZMm2_2j,Bagus,5,0,1.2.17,2021-05-25 15:32:19,,
gp:AOqpTOFR_dgmFi5TQAH61GUon7CVvoJgt-jlCmh8YGVWvDsPwWNaRRtgG4DswvR1YxpeGE_rAddAEEecB1LC9Jw,Milenia Andini,https://play-lh.googleusercontent.com/a-/AOh14GjPPMyDhsWJ01iSiTXOUx63G8HvKJfcYWm5QexWiA,Good💫,5,0,1.2.16,2021-05-02 05:13:33,"Hi, thanks for your support. We will keep working to provide a good user experience :) #AI",2021-05-03 09:34:12
gp:AOqpTOFYJDKt2U6QhYP1Uus9izAw_szY_uUNqLjez_NZe3aGgSvTGZJfD8WnZYcMFsKiOycK_XgUfP_ANNmXOCI,Arief Zakha,https://play-lh.googleusercontent.com/a-/AOh14Ghqr1GU_9xvWX5Wf2sWOAG6jz-4zcSNSDl8rChAAQ,Keren,5,0,1.2.16,2021-05-04 09:46:32,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NL",2021-05-05 08:46:40
gp:AOqpTOFLx8cdfFNhQ7rA3sGKvqjeu-8GVPO9G-eB1Ky5qgs-KGaDPh1xhwQQrH3jo3DEvOOEannHHG6FRn7xJ54,Supriyadi Ajah,https://play-lh.googleusercontent.com/a/AATXAJy_ZuOGgKEXCikqOqha7DnALo0WZaTI0WvbXofp=mo,Baiklah,4,0,1.2.16,2021-07-11 13:08:10,,
gp:AOqpTOGNJJEghGL-7QJVaUzYctkCXLNBRriIbbKaSpqC3OP02qmlXcriXb0wXf3R1xP3jzF5UZEnpvi0IIkp0Nc,Ajeng Ajeng,https://play-lh.googleusercontent.com/a/AATXAJwt7qONrSWsvfv4aCZ8B7xVxl3pe4cc7hK-Mk6I=mo,",ft y",1,0,1.2.15,2021-08-04 20:30:29,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NL",2021-08-05 09:41:31
gp:AOqpTOFuuYqIuGgnENRrx4mH0f4S_mO06gKeMkrl8pIn_Znq74_dEi1pE_MN42qXVxYpXfUXb9gdiVszsfnj-8I,edy martin. se,https://play-lh.googleusercontent.com/a-/AOh14GhNuOjQ7eNPYb3Tf4PUcxsgIhR3sUB30zLuNH2q7A,Bagus,5,0,1.2.15,2021-07-04 00:10:58,,
gp:AOqpTOGfmjj0B_X0lioB1TgARXc3lnZFq6s-tSCBjhlM6MflBUXXvCAw6l7jxFswOqxTqH2hF3YGX-RF_xENZKI,T W mexcom,https://play-lh.googleusercontent.com/a/AATXAJzFhaBRCfW3QqUHpu9bUqWUAhmltjyWiOp4sh9x=mo,Good,5,0,1.2.15,2021-04-22 13:25:47,"Hi, TW. Thank you for your review :) #AI",2021-04-22 16:10:04
gp:AOqpTOFT9EsOASGzcsYAFdwI6p1k4TUZpB5daGHYiwDIp5-b86b4ltXcGLvXPJuM4Rw5RAyVRALVLiUQJL8s1EI,Alfred Amanupunnjo,https://play-lh.googleusercontent.com/a-/AOh14Gifzp_-RzqDK0N0dJ4hQTcnK7C_06pGBboDiol7,Rasa Rasa Ko..,3,0,1.2.13,2021-04-14 03:09:32,,
gp:AOqpTOEH3zp98dIXY3qRJzdQyx_FE_oPcE7T9umr6uas-qhvWwmhgP1h5jbVa9Oq3kEe-jtZTaRpq7DHDC4go94,Rangga Edwin,https://play-lh.googleusercontent.com/a-/AOh14GiUfN3zBIT4RDNWp_0Qllu_lEe0mSQ2W3ukyWusww,Kereen,5,0,1.2.13,2021-04-05 22:40:18,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AI",2021-04-06 10:55:27
gp:AOqpTOGbukQmzFkkAtoFoBKTQ2hkHfEOpVKwa7zBBnfetGFcnt99kgr0KH4VDwhh7OtVJQzFNOFeSpOTkvsdyGo,Ben Wijaya,https://play-lh.googleusercontent.com/a-/AOh14GgB7o1p6ZeXzVy24iDkz7IaekrJgCG117_ePhfWMQ,Top,5,0,1.2.11,2021-03-26 01:36:20,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-03-26 08:54:58
gp:AOqpTOGm8Og7-Str3iuCbc00e2wqs0qbqQevPCbuhKlWR6pKQEgCvW93geqKvhVendWUYyjUYNf-q7JioLrMyzE,Boby Apriady,https://play-lh.googleusercontent.com/a/AATXAJwFlO2tMHGAJxV7dZaXjOfmMOZ-TB3E2qRGRbYJ=mo,Ok,5,0,1.2.11,2021-04-08 01:08:03,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-04-08 09:43:14
gp:AOqpTOGj6P3fOsZlO88eYpNhGCGEbJPbK0mfdMulcgtKN_hn3YjGPRMQMZSUQ2muQqI282ZQhiwNLf0J0kXRGs0,Deddy Rosyadi,https://play-lh.googleusercontent.com/a-/AOh14Gi10bWv8v55XbSoTM3cETnfB3Xm4T_v8Hy7CXk420U,Ok,5,0,1.2.11,2021-05-26 04:03:58,,
gp:AOqpTOEd_4pV--pbZeZbXycZ1V26yMMZ3h6egtazXCJxGR1W11LaT5l_8RSwy0hILuDPEnqJAm-J_0wXrcbwDBc,nurdin jr,https://play-lh.googleusercontent.com/a-/AOh14GjWQpPOefG1sFn2pvzFst6ppLIhZc77lePTlaGBtQ,Bagusss,5,0,1.2.11,2021-06-29 14:59:19,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AI",2021-06-30 08:23:50
gp:AOqpTOHpiV4hBrAjI8PQqKN5R9RPMAGempvgW5LaQGJuurvc7nBb8QW4ByBIijAec1lo8LlaZmGgej_wu0nrJYs,Suntara Encun,https://play-lh.googleusercontent.com/a/AATXAJzGty5ZdzkMgk9QcTXZ-yI_V42xVPmSd7bOn_rw=mo,Mataaap aplikasi ny bagus,5,0,1.2.10,2021-03-17 21:17:43,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-03-25 09:34:59
gp:AOqpTOEJqMz-vz5DkPa5s_3BzWkynPHMCdLLZDVRhWkW-qnURiyxSuxqBVrLDa6ExSThVSW6RfJFuxXpLVAhcHg,Ambigu Guna,https://play-lh.googleusercontent.com/a/AATXAJya2Jk1pM7gq-m2QmP3C7dxnh3MABY5j_J-rGKu=mo,Baik,5,0,1.2.10,2021-03-22 04:59:36,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NL",2021-03-22 09:16:39
gp:AOqpTOHvLPSe_TFRVs7MG0ga-337-kD8uDV9jOB6WPtqGRwAD564rvQbjPHFavGIDMfZm7S3dhcxbQzQE4uVMq4,Lingki RT,https://play-lh.googleusercontent.com/a-/AOh14GgCnEQpU8qj7VsRIBbPrAJyUXsP48WysEZSuXjM,Bagus,5,0,1.2.10,2021-03-20 11:57:19,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NL",2021-03-22 09:08:24
gp:AOqpTOEbOTYYXOHaggrzJOcAsD3dVGoXyDHS_OYqUAsgxaiX_LUCts8hlhZQnPPSTJJjDTuysctjD5KcGAajUm8,Khusni Alhan,https://play-lh.googleusercontent.com/a-/AOh14GihEPZ31xmAQaFJu7W9HRlTlzn7CfeYCQA5a-8suw,Sedikit pagimane gituh...,5,0,1.2.9,2021-03-04 12:08:04,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #UN",2021-03-04 16:27:15
gp:AOqpTOFA1w-OhXsENn6Zn4A7YNJwOw1Rd8xQ7rkLApNdgzDseiLufniKmQEq7mBHuksSMJfRbZ1NQejATwWwMOQ,day Optimizm,https://play-lh.googleusercontent.com/a/AATXAJyErLpeQBTGtxIvODLAHc3UOFV_QWjSlcrEQZtn=mo,Berkembanglah terus.. 👌,5,0,1.2.9,2021-07-18 15:51:54,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AHL",2021-07-13 10:58:52
gp:AOqpTOHbcAvcqb-EDReGCPpDJmzQrEvjASrfE7QKmZSdGuT_j5TQhmIF0Me6X76toKwe1d9ehzZqGAdtcwLKfXI,Maul hayati,https://play-lh.googleusercontent.com/a-/AOh14GgQFN7wn6Tr1oN8xe2fthp8XsCRTSOb6Jwcve8W-g,Bagus👍🏻,5,0,1.2.9,2021-03-05 17:25:29,"Hi kak, terima kasih atas ulasannya :)",2021-03-08 11:53:06
gp:AOqpTOGZ3FE_mRH7yJPCz0fEO_ma79yQdlJoF_U9dKv6HptmoTcpi-YB1HmYSaB8a2Ro5wlaOxziy-q8fdCuteo,randy sanzani,https://play-lh.googleusercontent.com/a-/AOh14Ghn3oc9wcEFWBRO_4KyVDgMpXGqhcTa53Eb1I95kw,Sangat baik,5,0,1.2.9,2021-02-13 19:31:30,"Hi kak, terima kasih ya atas reviewnya :)",2021-02-19 11:14:42
gp:AOqpTOGKHUv30yB3M9fJS2DoJOK3otxiX1E64_IPShwsepu9698kyUAnYtnRtUicmjlQQ6dfqx4zrRLIKwSJO0U,jack Robert,https://play-lh.googleusercontent.com/a-/AOh14GiKNiQ6P20hxz8QIcTajA1LbWSGh0P9EYPODA84kw,ok jos,5,0,1.2.9,2021-03-09 22:09:31,,
gp:AOqpTOENT3ypc-c0oi16qOM1VLX9wfRlHoVLSPrTWvQ1PZRibKVU1jBhhuRooTmZQZ-PMMQ-Tnu1tcx0lZQyYYs,Abdul Rachman80,https://play-lh.googleusercontent.com/a-/AOh14GgaejbANG3aErvMLb_mZD57xgZ6_S9n80Omlz0xqg,Ok bngt,5,0,1.2.9,2021-03-14 13:50:50,"Hi kak, terima kasih ya atas reviewnya :) #HB",2021-03-19 15:03:25
gp:AOqpTOFTmqAn8MVrnVu6PLuzvG7EOz6gYmetha9eVWbsRzebvz5SAdREZ0_AxAgWHcIzFkhpTHnOio7iAhTRxWA,ramdani anshori,https://play-lh.googleusercontent.com/a/AATXAJzYlNhbz1-NNAI6_nlKTMbnCC9bPp0DnhIz2HX7=mo,Top,5,0,1.2.9,2021-03-10 17:26:07,"Hi kak, terima kasih atas reviewnya :)",2021-03-15 14:03:06
gp:AOqpTOEc7iqLY8q2bKJ4Yd2XXptrfpiz214tV_ki4fdcMgPXmD9TgNkWNykoM8HlJMu8YbnX9eCFJbyDgy15QX4,fans CR7 junior,https://play-lh.googleusercontent.com/a-/AOh14Ghtmb8KndpQe4CZuuyl3PhHwTVSs0DRJi6RLtrD,Mantap,5,0,1.2.9,2021-02-19 14:25:00,"Hi kak, terima kasih ya atas reviewnya :)",2021-02-22 16:40:44
gp:AOqpTOFlMCmaD8aoQKZ8ZoRqZZu5MdjHoNaX34H4pSVmgSr64msEAODSFERqvSBKBOYeALrfi9RAEYlLynZ1lxg,saipul pamdal,https://play-lh.googleusercontent.com/a-/AOh14GjWEsQeH-v55Q9ieUV5ePcIDkO7GdLodrLPjAuL,Bagus,4,0,1.2.9,2021-02-12 18:21:11,"Hi kak, terima kasih ya atas reviewnya :)",2021-02-19 11:12:00
gp:AOqpTOHqys0qrGTltQN80V3pZGxY8mUGAzHhVaUcMZbsitKe-Q3OmNc2G6m9XP8oyRpQJXUZUAEl5-M-SOaDTQo,Ahmad Zaelani,https://play-lh.googleusercontent.com/a/AATXAJzxFqHgDjK2CBVDg9HsTqXH9lepyuGc8VLU_MQt=mo,Good,5,0,1.2.9,2021-02-12 09:28:39,"Hi kak, terima kasih ya atas reviewnya :)",2021-02-19 11:10:13
gp:AOqpTOFMy64vlRID9nt1dpZ1XNfx77DSL_fC-BNEjr-it72F0rSoOBbu2DClLfdQlb6TVk7L3IuDak4-PRUvDY8,Mahfudin,https://play-lh.googleusercontent.com/a-/AOh14Gj_4_zfbuT_PKKF7E0tLFbMcg082wPvHhxs0Z_k,Bagus,5,0,1.2.9,2021-03-11 23:01:52,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AI",2021-03-18 14:33:12
gp:AOqpTOEtltLdiwxHPPlalt3BvjZF1LUEPGXDOg78ZlBNhfwlm2vAq28aya7WK4becQGD0DkOlIXJ4KOVGL2hgB8,K.I.I.S Gaming,https://play-lh.googleusercontent.com/a-/AOh14Gg7BOuN0lrCRNXwRqQ2mI6XQR_oi8R1xWh168oVsg,Bagus,5,0,1.2.9,2021-03-10 00:33:11,,
gp:AOqpTOHIz3d-8A_SfZ0785MQQesChW34FEdQhngThgUPXtUsE5ijB-VC58hogKGYIhGR43pnCb_d3FKeCixtpGs,ardian kusumah,https://play-lh.googleusercontent.com/a/AATXAJy-R5vmbnTwvCJWDVNH5OHzRV3X47AiHAv3NYlz=mo,Ok,5,0,1.2.9,2021-03-18 14:50:33,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-03-25 09:41:19
gp:AOqpTOGG2ZekHsW7pCPgNQzZ_gye6bnJoyly0V8xdYi22avjWvlF8VdNNJakZQ5beCFTdFix2o8kcNi9pzR0fdQ,Khalil Ghibran,https://play-lh.googleusercontent.com/a-/AOh14GizGRP-XePnOMJQYiC-zsSy5-hK50hXkPEnkF71LA,good,5,0,1.2.9,2021-02-17 08:54:10,"Hi kak, terima kasih ya atas reviewnya :)",2021-02-22 16:35:46
gp:AOqpTOGVc-LNhKispy6IKPytwRB61DtqkJ8BQiqpGoMEl8nMEmLuqJVPN7GhSOZpPd1h2a7tOAUVNzWEzz6Aavc,Adlar Satria,https://play-lh.googleusercontent.com/a/AATXAJyKlsMPBQLcIRY6c8OXceGMU7LNax_puwacEegp=mo,Mantap,5,0,1.2.9,2021-03-11 02:43:13,"Hi kak, terima kasih atas reviewnya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AI",2021-03-18 14:28:33
gp:AOqpTOHDTGL86yOdGX4rYetQ_dtHX_Z4GJkSKreWOz-0WctGYBEmnEIYMBzAmZgqQMpxu1TCUDDFVyHdg8ENhBQ,Olis Abdillah,https://play-lh.googleusercontent.com/a/AATXAJzkVpvvaChmtPropvk4DlHtCGgL3z7r-9dNo35G=mo,Goodbener,5,0,1.2.9,2021-03-12 18:12:07,,
gp:AOqpTOFxw2ZWCdYwQhh3VCdtUOdcScrPgzi8OawCvbjmQNp9mI5R-Gt1_-QpohnMQ7qtSV79GseTYkeZ-fmDjhc,Zainal Arifin,https://play-lh.googleusercontent.com/a-/AOh14Ggn8ez-shpUlDu2khr8wWgGCm5gQcU9i90e8pKi,Manteb,5,0,1.2.9,2021-03-13 03:07:02,,
gp:AOqpTOH2I44X0j5P97RP3fVQfBFvvmvukqvwn-GwfrKr5UESYSCwLcV25I_0CfNOBR-WFvCTfJQaH05_w7lqJ78,Tutut W,https://play-lh.googleusercontent.com/a-/AOh14GjyUlMVbt9TFSZHw0Ac-StQhObBs4NaGRADrHjxNL0,Siiiip,5,0,1.2.9,2021-02-14 15:56:31,"Hi kak, terima kasih ya atas reviewnya :)",2021-02-19 11:22:36
gp:AOqpTOGrJa75JElfkMoP6FiyTk1rBPLkoG4rXxw_UAOupko6KS3XYE_udKvTAksGZbQs1sN1CTwfyTaOIxdLFUI,Syahroni FKDM,https://play-lh.googleusercontent.com/a/AATXAJz5tI0FTuiXBOd8G3QVK9FaqbQQ31lsqrK3bA9q=mo,Mantap,5,0,1.2.9,2021-02-27 08:03:07,,
