userName,review,rating,date,Source
RAMDAN MALIK,JAKI bikin hidup lebih gampang di Jakarta.,5,2021-09-25 10:31:20,Google Play Store
Arief Fadhilah,Sangat membantu sekali 👍,5,2021-07-20 22:40:14,Google Play Store
FIKRI NATADIWIRYA MAULANA,"Ini namanya penghinaan terhadapa suatu daerah . Masa daerah saya , provinsi sulawesi barat tidak tertera di sistem clm ini . Maksud kalian apa ? Dearah kami tetinggal gitu? Jadi kami ga berhak bepergian ke jakarta?",1,2020-08-02 20:00:16,Google Play Store
galuh anjas pangestu,Aplikasi tolol penuh aja semua... mau vaksin dimana,1,2021-07-08 19:09:47,Google Play Store
Ghost Rider,"Ke Jakarta pergi ke Cikini, gak Afdhol kalo kite warga Jakarte belom dunlud Aplikasi JAKI",5,2020-07-26 19:04:31,Google Play Store
Karthika,Memudahkan untuk daftar vaksin,5,2021-07-15 11:28:34,Google Play Store
Bambang SV,Aplikasi ga berguna !!!,1,2021-07-05 08:40:50,Google Play Store
Fajar Rizky,"Saya pendukung pak Ahok tapi saya kagum dengan Pak anis, karena bisa jauh lebih baik dari pak Ahok",5,2021-07-13 19:36:15,Google Play Store
Amino Official,Tolong diperbaiki lagi dong,3,2020-11-25 10:01:53,Google Play Store
Itsar Nuryanto,Sangat mengecewakan,1,2020-07-16 11:11:21,Google Play Store
Penyidik Pencari Kebeneran,"Aplikasi idiot , mau vaksin suurh ngisi di Jaki tapi pilihan faskesnya ga ada goublok",1,2021-06-29 19:07:50,Google Play Store
Samsudin Samsudin,Download aplikasinya lama juga y ?,5,2021-07-11 21:39:42,Google Play Store
Maman Rochiman,"Mdh2an Allah SWT. sll Mberikan; Petunjuk, Kkuatan, serta Kemudahan kpd qt semua war ga NKRI, khususnya warga DKI JKT, dlm upaya mewujudkan hari esok JKT yg lbh baik, lbh mensejahterakan scr lahir maupun bathin. Aamiin YRA.",4,2020-08-12 21:45:38,Google Play Store
Bagus Harry Dharmawan,tidak bisa mengisi jakCLM,1,2021-01-17 16:57:01,Google Play Store
Hanafi Putrarama,Kenapa gbsa di download ya?,2,2020-11-10 20:28:18,Google Play Store
Rusdi Yono,Belum bisa untuk jak survey,5,2019-12-20 10:52:09,Google Play Store
Muhammad Fajri Farhan,"Tingkatkan terus kinerja dalam mengatasi masalah di DKI Jakarta, semoga tidak mudah menyerah yang terlibat dalam pelaksanaan laporan di JAKI ini. Soalnya kemarin sempet bikin laporan untungnya langsung dieksekusi...",5,2021-10-17 18:26:55,Google Play Store
Maman Gjypver,Lanjutkan untuk yang lebih baik,5,2020-03-13 07:08:45,Google Play Store
Sumaryatun Maryatun,Semoga bisa sukses ingin buat strp,5,2021-08-08 10:54:31,Google Play Store
Ahmad Dasuki,Bikin surat kmatian brapa hari sih???? Sdh 3bln saya buat ga jadi2 ??,1,2020-01-27 16:07:38,Google Play Store
Muhammad Sabrian,Vaksin di smp 57 ribet dari pagi jam 8 sd jam 1 siang gak kelar2 mekanisme ribet nya...kasian orang miskin yg gak punya hp android,3,2021-07-26 12:26:46,Google Play Store
Abdul Wahid,Alhamdulillah apk ini membantu saya,5,2020-09-08 06:47:25,Google Play Store
Sri Lisnawati,Bagaimana cara perpanjangan makam di karet bivak,5,2021-08-02 21:53:49,Google Play Store
Ferry Hartanto,bagus sangat membantu...,5,2021-04-17 09:33:35,Google Play Store
Rojali Ht,Sulit dapat signal,1,2021-03-16 23:06:26,Google Play Store
Ibra Evandril,Kouta vaksin masih ada pas di daftar udh penuh kocakk kocakk,1,2021-08-13 09:07:55,Google Play Store
Widy Astuti,Gag bantu sama sekali. Pengaduan apa di alihkan apa,1,2021-10-28 10:20:19,Google Play Store
Muhamad Rifai,Download ini gara gara disuruh sama guru buat ngisi CLM aowkaowkwok,5,2021-03-09 12:00:33,Google Play Store
Saol 109,Amit amit lemotnya ini aplikasi,2,2021-07-05 11:22:37,Google Play Store
Muslimovic Hutagaol,Ngaco bener parah....ga kemana2 ga pernah kontak dengan pasien ga pernah sakit ga pernah pergi keluar negeri hasilnya tetep 38% lv1 dan tdk boleh berpergian dirumah aja. Gila mau jadi mayat gw dirumah trus ini udah 3bln rmh di rmh di tambah suruh dirmh lagi. Gila kali ye... Ahhaha kacau dunia persilatan,1,2020-07-19 02:25:12,Google Play Store
Gilbert Nainggolan,Aplikasi palsu penipuan semua,1,2020-07-16 17:37:02,Google Play Store
Agus Herdianto,Bermanfaat sekali bagi masyarakat jakarta,5,2020-11-06 09:07:56,Google Play Store
star official,Tolong diperbaikin lagi dong🙏🙏,3,2020-11-13 08:57:33,Google Play Store
Muhammad Fadli Sitorus,Terimakasih Aplikasi JAKI.....Mantulllssllsl,5,2021-03-26 08:32:05,Google Play Store
Sukil Ndut,Cara bayar pajak motor gimana min ?,4,2021-03-25 21:30:57,Google Play Store
Egi Septiandi,"Weii mobil vaksin nya kemana ko kaga ada ,gak jelas nih",1,2021-07-09 12:03:28,Google Play Store
Cempaka Tourstravel,Mudah dan jelas,5,2021-07-02 06:02:11,Google Play Store
Nur syamsu15,Apl sampah gak guna... Cacat apl nya...,1,2020-07-16 21:29:50,Google Play Store
Oktavianus Bajaapi,Info lebih cepat,5,2021-07-21 12:01:44,Google Play Store
Muhammad Raffey,Kak mohon maaf kok AQ g bisa melakukan download hasil preescreaning ya ..,1,2021-08-24 20:27:48,Google Play Store
11 Daffa Harianda,"jenis kelamin, kewarganegaraan, jenis identitas tidak bisa di isi",1,2020-08-19 15:19:33,Google Play Store
Ully Ruhiyat,Nganter istri vaksin daftar online dpt jam 8 - 9 tp sampe tmpt isi data lg 🤣🤣🤣🤣🤣🤣🤣🤣 baru kelar vaksin jam 1 siang 🤣🤣🤣🤣🤣 yg offline dan kenal petugas bs duluan 🤣🤣🤣🤣,1,2021-07-30 12:18:07,Google Play Store
Rohmat 1234,Untuk pelayanan kel pondok kopi memuaskan,2,2020-06-29 20:23:39,Google Play Store
Sri Setyowati,Membantu permudah absen wfhdan infovyg dibutuhkan,5,2021-06-21 21:06:33,Google Play Store
Fitria Nurmalasari,Jaki sangat bagus,5,2021-10-21 09:45:12,Google Play Store
Sofyan Arifin,Good info dki update,5,2021-10-24 07:02:07,Google Play Store
agus sofwan,Aplikasi sangat berguna,5,2021-11-27 16:07:56,Google Play Store
Aisah Rahmah,Min kok saya GK bisa cek sertifikasi nya sih!,2,2021-08-07 06:44:36,Google Play Store
Zaenal Mutaqin,Laporan menjadi mudah informasi jadi terbuka,5,2020-06-24 16:05:34,Google Play Store
Listy Uwais,Apakah aplikasi jaki ini khusus ibu kota Jakarta saja kah,2,2021-09-16 14:53:09,Google Play Store
doddy sudadi,Sangat bantu informasinyA,5,2021-03-07 06:10:19,Google Play Store
Zaenal Zen,Aplikasi yg cukup bagus,5,2020-01-12 17:43:03,Google Play Store
unggul brahmanto,"Halo kak, untuk propinsi kepulauan riau kok engga ada dipilihan alamat tempat tinggal?",5,2020-07-29 17:03:37,Google Play Store
Jamal Kemang,Cukup membantu.Terima kasih,5,2020-12-01 09:18:04,Google Play Store
Ade Cahya,Mau aktivasi aja dah sulit apalagi nanti mau buat laporan ini.,1,2020-10-10 09:30:38,Google Play Store
Faisal Akbar,Agak pusing makainya..,4,2021-02-04 14:11:47,Google Play Store
Sitiwardah Wardah,Bagus sangat membantu,5,2021-09-11 08:07:04,Google Play Store
dian yosefa,Suka eror ya aplikasinya,4,2021-08-18 15:49:49,Google Play Store
Opa Rachmat Hidayat,Empat bintang dulu biar terus di up date,4,2021-12-01 22:05:18,Google Play Store
Herawati Ella,Semoga aplikasi ini membawa banyak manfaat,5,2020-07-18 18:00:55,Google Play Store
Syahrul Ramadhon,"Perihal covid 19,sangat ga jelas banget,masa covid mampir nya di saat mendekati bulan ramadhan,idul Fitri,idul adha,hai orang Yahudi ingat azab Allah akan turun padaMu dan keluargaMu😭😭😭",4,2022-02-06 13:19:58,Google Play Store
Annisa Rizki,Gak jelas infonya...,1,2020-07-18 14:42:32,Google Play Store
Joe,Kok bisa di bilang gak aman....wah gk bener nih,1,2020-07-16 10:43:28,Google Play Store
Nlsa 071,Kok gak bisa ke download ya?,1,2021-04-30 16:19:53,Google Play Store
Nur Anto,Kurang jelas dan kategori nya,1,2021-07-07 14:06:07,Google Play Store
Zaenal Arifin,Para aparat kelurahan ciganjur sangat tanggap apabila ada keluhan dari masyarakat,5,2020-03-10 16:56:43,Google Play Store
Darwis Bomen,Baru mau coba buat balik ke jakarta,3,2020-07-24 12:10:49,Google Play Store
rahma junia hasri,"Waktu pengisian tentang covid knp gak bisa milih jenis kelamin, kota dsb mohon diperbaiki buat sekolah anakku",1,2020-08-12 22:34:53,Google Play Store
Etti Coriati,Semoga wabah korona cepat berlalu dari Indonesia,4,2020-03-24 19:11:32,Google Play Store
Sruput Inspirasi,Hasilnya ngaco banget...!!!!!,1,2020-07-14 20:46:06,Google Play Store
Fariz Akhyar,Aplikasi nggak berkopeten blass....,1,2020-07-18 15:44:48,Google Play Store
catur pamungkas,U masalah lampu jalan / lingkungan ( PJU) itu masuk ke katagori apa ya?,5,2020-01-12 18:52:36,Google Play Store
Severvendi Kalalo,Tidak bisa di instal di HP saya,2,2021-07-14 06:02:46,Google Play Store
Sutrisno Aja,Aplikasi yg sangat membantu warga,5,2020-01-15 22:00:00,Google Play Store
BAYU 321,"""Untuk cek diri dari covid buka JakCLM"" Mana di jaki gua ga ada JakCLM nya ini buat urusan sekolah lho... Plis lah jaki.. Gua kasih bintang satu aja ya...",1,2021-05-02 17:49:08,Google Play Store
Srietan 2010,Saya asli sulawesi berdomisili di jakarta . Apakah kalau vaksin harus pakai domisili atau hanya Ktp??,3,2021-10-13 15:25:08,Google Play Store
Novel 3011,Aplikasi ini sangat membantu sekali,5,2021-07-25 02:02:33,Google Play Store
ARRAZI FAMILY,"RIBET, TIDAK FAST RESPON",1,2020-04-16 12:04:13,Google Play Store
Fathoni Tamzis,"Belum pernah mencoba, apa respon dari petugas ybs. ttg banjir",4,2021-02-19 05:01:12,Google Play Store
lufthi loev,"dengan smartphone, ""goodbener"" pak Anies beserta jajaran pemprov DKI memberi ruang aspirasi kepada warga DKI , juga dilibatkan ikut berinteraksi-berpartisipasi menjadikan kota Jakarta semakin menjadi smart city : maju kota nya , bahagia warga nya..",5,2020-01-29 23:04:35,Google Play Store
Imam Ashari,"Mohon maaf sya mau tanya,sy SDH divaksin pertama kok,di aplikasi JAKI sy buka keterangan belum divaksin.mohon bantuan nya",5,2021-08-03 18:48:24,Google Play Store
ibnu faisal,Ini bisa tidak untuk keluhan masyarakat terhadap pelayanan di kelurahan...tks,5,2021-09-16 09:33:16,Google Play Store
wisnu abdullah,Apa nama pengadu tidak di munculkan untuk keamanan si pengadu?,5,2020-02-20 17:24:31,Google Play Store
zia qitulOK,Bagus the best pemprov dki,5,2020-12-09 15:19:52,Google Play Store
arif syarifudin,Jak clm nya ga muncul .gmn nih......,5,2020-07-23 13:52:23,Google Play Store
Aldy Azhari,Sangat tidak berguna,1,2021-08-13 10:55:09,Google Play Store
Liandalee Purba,Gk bisa masuk terus....,3,2021-03-09 19:56:27,Google Play Store
Andri Yatno,Lokasi vaksin sinovak di Jakarta dimana ya,5,2022-03-24 10:32:06,Google Play Store
Hajarul Aswad,Keren bisa jaga rahasia,5,2022-03-15 20:23:09,Google Play Store
Juli Hamdani,"Di mana letak form clm nya,,udah d cari ga ketemu ketmu",2,2020-12-21 12:47:14,Google Play Store
B R MUSIC 36,Cakep dan keren,5,2020-10-15 17:24:48,Google Play Store
Doni Afdila,Sangat sangat membantu.,5,2021-08-10 09:57:19,Google Play Store
maz dholay,Mantap.. semoga lebih baik lagi👍,5,2020-07-17 16:40:46,Google Play Store
muhammaed hadits almadani,Aplikasi yg sangat bermanfaat,5,2021-05-01 10:00:55,Google Play Store
Haura Kultsum Wedyakamila,Mau isi jaksurvei gak bsa2...parah bngt,1,2021-03-10 01:56:40,Google Play Store
shydtikul tik,"Ga mutu, ini aplikasi...",1,2020-07-16 15:49:13,Google Play Store
Ira Umay,Bagus aplikasi ini ya,5,2021-05-01 17:18:50,Google Play Store
Rianto Achmad,Ini aplikasi gmn sih masa mau ketik jenis kelamin dll ga bisa2🙏🙏,1,2020-07-16 19:21:36,Google Play Store
Kibo Gaming,"Sampah,, daftar aja gak bisa",1,2020-07-22 19:13:49,Google Play Store
Ahmad Faisal,Permisi saya mau tanya apakah jadwal vaksinasi bisa di reschedule??,4,2021-06-26 16:29:34,Google Play Store
tj rw04,semenjak ada jaki sekarang kita bs memberikan informasi untuk pemda DKI dimana ' pekerjaan pemda yg blm terpantau akan lebih muda lagi akan ditangani dengan pemda DKI melalui IMPORMASI dari warga jakarta,5,2021-03-13 09:59:48,Google Play Store
Zulfatmi Zulfatmi,Saya belum behasil melihat hasil survey,5,2020-01-13 13:11:51,Google Play Store
Nayla Putri Ivanka,Downloadnya lama banget😬😭,3,2020-08-11 07:50:21,Google Play Store
Udin Kondekonde,Pertahankan url pelayanan nya.👍,5,2020-11-17 22:47:15,Google Play Store
M F Juliansyah,Gabisa daftar vaksin..,1,2021-08-10 15:36:45,Google Play Store
Widyanti Tarmono,Pak bisa gak usah di sebutin pelapor nya gak sih?,2,2020-03-25 13:08:10,Google Play Store
Saeful Bahri,sya cek aplikasi jaki ko gda jakclm ya,2,2020-07-24 17:56:10,Google Play Store
Airysh Znhynan,"Bagaimana ini Saya sudah pilih kemana mana jadwal vaksin penuh semua masa saya harus di Vaksin lain Kota, Kecamatan sama Kelurahan",1,2021-07-08 13:36:19,Google Play Store
Al Ghifary,Posisi letak bank sampah dong di jakarta di mana saja,4,2020-11-07 08:41:59,Google Play Store
anthony ridholfa,sgt membantu para aparat terkecil n aspirasi warga tuk pelaporan,5,2020-01-12 10:48:26,Google Play Store
Nur fajar Fatimah,Mantab sangat membantu,5,2021-07-11 11:22:12,Google Play Store
Dhnr Dwi,Semoga besok terealisasikan Kalo ga sinkron liatin aja,5,2021-08-03 19:37:48,Google Play Store
Anita Bastiar,Yth. Saya hendak melaporkan DEBT COLLECTOR online yang pada PPKM DARURAT masih aja menerobos masuk ke rumah warga dan menagih secara paksa. Padahal DEBT COLLECTOR itu sendiri BELUM TENTU bersih dari korona dan lagi oleh warga emang RT saya SUDAH DI lockdown. Bagaimana jika diberitahukan kepada FINTECH P2P agar penagihannya via ONLINE dulu aja???  Lagipula rakyat semua sedang SUSAH krn korona. Apakah FINTECH P2P tidak punya hati?????,5,2021-07-07 19:44:16,Google Play Store
mba Yun Po'nya,"Bgmna ini, ngga ada form Clm nya? Tolong konfirmasinya",2,2020-12-11 09:33:56,Google Play Store
Ika Agustina,Mau isi clm aja gabisa2 drtd . Gimna sih?????????,1,2020-07-29 15:03:57,Google Play Store
Yunita Nita,"Mempermudah informasi tentang jsemua keadaan kegiatan di jakarta, trimakasih pimprof DKI JAKARTA",5,2020-02-26 20:56:42,Google Play Store
sky bee,Aplikasi paling top,5,2021-08-06 15:43:27,Google Play Store
Ivan,Hati hati ini TDK bisa menjaga privasi orang semuanya kan di beberkan...,1,2021-07-19 20:55:03,Google Play Store
family channel,"Tolonglah.... ada survey yang harus diisi CLM, sedangkan CLM pas survey bagian alamat sama jenis kelamin udah dipencet kagak keluar pilihannya gimana mau ngisi survey",2,2020-07-24 13:34:12,Google Play Store
Agus Sonjaya,Sangat membantu sekali.,5,2021-08-08 08:20:37,Google Play Store
stephanny Ongiwalu,Bermanfaat infonya,5,2021-09-01 17:24:20,Google Play Store
Kurniati Iman,Bagus jakarta maju pesat sekali,5,2019-12-18 12:28:51,Google Play Store
Litmayberyl Damanik,Bagus tapi bener😂😂,5,2020-08-08 13:35:50,Google Play Store
Bambang Suripto,"Luar biasa,mantaf bangeet",5,2020-11-20 17:06:34,Google Play Store
Zahra Kanya,Trimaksih Dg JAKI Sy lebih Mudah Mndapatkn Vaxsin.... Trimz JAKI🙏🙏🙏,5,2021-11-15 11:36:59,Google Play Store
siti fatmah,Aplikasinya keren👍🏻👍🏻,5,2021-02-26 11:47:49,Google Play Store
Jaya Permana,Dibalas lah itu yg tanya2 tentang CLM jnckk... Woi. Heran ini aplikasi dibkin gda adminnya ya? Cari CLM ini dmna woi?,1,2020-12-21 17:35:21,Google Play Store
ahda syukri,Mantap ini aplikasi,5,2021-10-09 16:22:52,Google Play Store
indaru lestari,"Mau vaksin aja dipersulit semua full udah jauh"" hari juga full, kerja gak kerja harus punya sertifikasi vaksin tp mau vaksin dipersulit udah gitu petugasnya ngasih muka ky setan judes pake BGT",1,2021-07-30 09:08:41,Google Play Store
Kusmanto Anto,"Aplikasi apaan kaga ad gunany,,msa udh dftarin dri jakarta barat,selatan,utara,smpai pusat isi kuota sudh pnuh mnding kga usah vaksin bkin ribet😡...",1,2021-09-03 09:46:26,Google Play Store
CHANNEL Pro,Sangat bermanfaat. Syukron kasiran,5,2021-09-26 19:56:40,Google Play Store
Arief Fadillah,Aplikasi yang lengkap,4,2020-10-15 23:25:15,Google Play Store
sigit esa,Gk sesuai pas di lokasi.,1,2021-08-04 08:20:48,Google Play Store
novri adi,Alhamdulillah aplikasinya juara nasional,5,2020-11-04 16:26:54,Google Play Store
Ozie Gabriel,Sangat Membantu,5,2021-06-20 18:51:02,Google Play Store
sory krisdiono,Aplikasi abal abal susah di buka,1,2021-08-13 14:16:43,Google Play Store
Longwit Sianturi,Sangat membantu warga DKI Jakarta.,5,2020-04-08 09:01:27,Google Play Store
edward valentino,membingung kan,1,2022-01-20 08:13:24,Google Play Store
Eni Kim 36,Jaki pelayanan prima,5,2022-02-07 06:40:19,Google Play Store
Enjoy Jhoy,"Mantab jiwa,lancar barakah",5,2022-02-20 08:19:12,Google Play Store
Marsum Marsum,Mantap. Sekali,5,2022-01-27 01:13:06,Google Play Store
Kristina Resmiati,Mau laporan warga kemana ya,4,2022-02-06 19:09:14,Google Play Store
Johan Sutikno,Bagus sekali,5,2022-01-26 17:52:55,Google Play Store
Scarlet,Menu Jakclm nya sebelah mana sih ? Kok gak ada di gw,4,2021-03-27 06:02:23,Google Play Store
Jimmy Syarief,Bagus sekali,5,2022-01-26 14:22:10,Google Play Store
Jufri Shidik,Cakep cakep dah n mantap,5,2019-12-06 15:52:37,Google Play Store
Chatrine Juliana,Gak bisa diulang,1,2020-07-22 12:31:20,Google Play Store
Bunga Ayudya,Susah bgt download'y ampun deh,1,2020-06-26 14:39:01,Google Play Store
nurul wahyu winasti,Susah dibuka,1,2022-02-04 14:18:26,Google Play Store
Ahmad Muzakky fauzi,Nama gw kan jaki,5,2022-01-09 17:28:49,Google Play Store
Selvina Zefanya,Petugasnya nindaknya pilih kasih malah laporan nya ditunjukkin ke yang bersangkutan,1,2021-10-24 18:07:36,Google Play Store
L ·,Buzzer jangan ngerating jelek yaaa..,5,2021-07-08 13:41:38,Google Play Store
Teguh Wahyudi,Pengaduan saya ngga ada tanggapan guys... Padahal urus KTP 6 bulan blom jadi..mungkin nunggu setahun kali?,1,2021-03-12 23:37:34,Google Play Store
Feriana Angel,Respon sangat lambat.,1,2021-10-18 00:01:21,Google Play Store
Acong Betawie,Cb dulu klo di respon tmbah lg,2,2020-02-29 14:05:37,Google Play Store
Budhidoyo Lasman,Bagaimana mempergunakan jaki utk melaporkan kesulitan2 yg dihadapi warganya?????,1,2021-05-17 15:53:32,Google Play Store
lutvi Ahmad,Tolong berikan saya informasi alamat kantor Pusat JAKI dan Kontak yang dapat dihubungi terima kasih,1,2021-08-13 09:20:03,Google Play Store
Reza Geraldi Nafisza 29,Sangat bagus sekali,5,2020-01-13 09:50:54,Google Play Store
aghi fakhri abdillah,"Gimana mau vaksinasi, orang pilihan di Jakarta Timur aja gaada faskesnya.",1,2021-07-05 10:17:23,Google Play Store
Christine Angela,Gabisa di download,1,2021-09-13 09:19:09,Google Play Store
Yasir Tattoo,Mantap sukses selalu,5,2021-09-17 20:08:52,Google Play Store
Bang Joker,cacat aplikasinya,1,2021-11-05 21:10:19,Google Play Store
H Tatang Aghantara,Semua jadi mudah... TOP👍👍👍,5,2021-06-19 09:29:31,Google Play Store
Syaifulloh Syaiful,Alhamdulilah bisa tau keadaan jakarta terkini,5,2020-07-27 21:31:16,Google Play Store
SO PIYAN,saya kasih bintang 5 semoga aja lebih baik lagi yaaa semoga bermanfaat...,5,2021-11-25 05:49:04,Google Play Store
Caca Jeavania,Membantu mengetahui berita di jakarta,5,2022-04-07 04:47:28,Google Play Store
Marshal Albani,JakWifi lemot banget,1,2021-11-22 18:27:44,Google Play Store
Agung Sutoto,Kalibata tengah 2 Kalibata belum terakses wifi gratis,5,2021-06-21 12:31:08,Google Play Store
Sri Mulyani,Alhmdllh banjir tp cepat surut,5,2019-12-25 18:58:44,Google Play Store
mohamad rafaakbar,aplikasi yg bagus..,5,2021-09-24 21:41:38,Google Play Store
Cang By,sangat bermanfaat,5,2021-03-29 21:38:30,Google Play Store
Valoraa Point,Kerennn tingkatkan terus pak anis,5,2020-11-01 14:34:44,Google Play Store
Jhon Rham,"Anjir lemot banget, ketipu",1,2020-09-03 23:50:36,Google Play Store
Nurnita Ita,Bagus untuk informasi jakarta,5,2020-07-22 13:15:18,Google Play Store
Bondo Wibowo,Sehat terus pa gubernur dengan aplikasi ini jakarta makin terbuka,5,2020-01-14 22:21:32,Google Play Store
AHMAD Sholeh,Koq ga ada menu CLM YA?,1,2020-07-22 11:03:20,Google Play Store
L. Joko Widodo,Sangat Membantu....,5,2021-06-12 14:03:29,Google Play Store
Rik zantara,Alhamdulillah..jaki banyak manfaatnya ya..,5,2021-08-25 06:48:26,Google Play Store
muamar sidikk,Mantaaap Kota Tercinta Makin terintegrasi,5,2021-08-01 19:05:49,Google Play Store
ali candra,3 dulu belom baru coba,3,2021-09-29 22:27:11,Google Play Store
Ini Panjul,"lapor parli, malah di aduin siaoa yang lapor.. kan kocag.",1,2021-10-29 06:20:49,Google Play Store
Andarias Ginting,Aplikasinya sangat membantu,5,2019-12-13 12:26:59,Google Play Store
Uli Rentha,Mau daftat vaksin selalu penuh,1,2021-07-07 18:26:19,Google Play Store
rachmat hidayat,Kerenlah aplikasinya....,5,2020-07-24 11:40:29,Google Play Store
Rahmadi Rt,Jaki sangat membantu sekli dan sy salut kepada pemda dki jakarta.telah membatu tuk memudahkan laporan tetima kasih pemda dki,5,2020-01-13 07:52:56,Google Play Store
Axel Jully'ano phang,Mo daftar vaksin kok ga bisa. . .hadeww,1,2021-06-25 08:50:02,Google Play Store
ananthika aulianti,Kenapa tidak bisa memberi isi survey ya??,2,2019-12-16 19:22:14,Google Play Store
aliyah siradj,A Saat absensi cepet masuk,5,2021-06-23 06:25:45,Google Play Store
muhammad Rizal,Sangat bermanfaat,4,2020-01-13 15:05:42,Google Play Store
ELLY EPENDI family,Gak bisa buat laporan,3,2021-08-13 05:31:40,Google Play Store
Sri Budi Yanti,Sangat membantu...👍👍,5,2021-06-18 14:18:17,Google Play Store
Mirna Mayrina,Bagus kok penangananya...!!!!!,5,2020-01-03 09:53:48,Google Play Store
Syakira Azalea,vaksin mencegah penularan yg parah,5,2021-08-27 14:10:47,Google Play Store
Ati Setianingsih,Ini gimana ya yg lihat hasil tes,5,2020-08-06 07:30:27,Google Play Store
Ahmad Yardo,Sangat membantu,5,2021-02-15 03:26:41,Google Play Store
Gesit Ratih,Sangat bermanfaat,5,2021-07-11 06:40:44,Google Play Store
Hilda Martina Jessica Nababan,Sangat membantu,5,2021-07-22 13:34:43,Google Play Store
nofi amelia,Jarik ya tidak bisa dikli survai ya,3,2019-12-28 05:09:35,Google Play Store
Sano Manjirou,"JAKCLM NYA GK BISA NGISI JENIS KELAMIN,DLL,TAPI KLO ISINYA NULIS BISA,KLO ISINYA MILIH GK BISA!!!!!!!!!!!!!!",1,2020-08-09 21:11:40,Google Play Store
Robby Ali Hasan,Sangat membantu,5,2021-08-26 19:19:54,Google Play Store
Asiah Syinwani Masputra,Sangat berguna sekali .,5,2020-08-19 15:26:07,Google Play Store
Abd Halim Halim,Kemodahan untuk informasi,5,2020-01-09 00:38:03,Google Play Store
Ani Suryani,Semoga lancar ya ..jakinya,3,2021-06-21 17:27:15,Google Play Store
dwi joko suripno,sangat bermanfaat,5,2021-06-13 00:23:42,Google Play Store
Muchliskt Khoteng,Sangat membatu sekali,4,2021-04-16 10:58:38,Google Play Store
Azka Tsu Mar Yan Tho,"1 kata ,kerennnnn",5,2022-01-22 08:00:14,Google Play Store
Irwanto Komenk,Kalau lapor kerumunan bisa lewat jaki?,5,2022-02-20 10:19:17,Google Play Store
Mamas Tejha,Coba dulu ya nti bintangnya di tambahin,3,2021-11-25 17:07:59,Google Play Store
supriyadi kabarone,Sangat membantu,4,2021-12-29 09:01:03,Google Play Store
Eko Budi,Keren habis pokoknya,5,2021-12-24 18:26:08,Google Play Store
Abdul Rohim,Mantab pa gooodbener,5,2022-01-29 20:39:56,Google Play Store
Siti Fatimah,Cara mendapatkan surat pengantar dari kelurahan untuk menikah di KUA tanah tinggi Jakpus kelurahan Johar kecamatan Johar baru,5,2022-02-17 05:26:53,Google Play Store
Hendra Suhendra,Sangat membantu,5,2021-02-25 07:29:59,Google Play Store
Bambang Triyono,Membantu banget,5,2021-12-06 18:01:17,Google Play Store
eli rahmawati,Sangat membantu,5,2021-11-21 05:45:23,Google Play Store
Suhaemi Suha,"Apapun yg kalian lakukan untuk perubahan DKI JAKARTA ane dukung sepenuhnye karena di era pak @aniesbaswedan lah DKI JADI BAGUS INDAH NYAMAN DAN TENTRAM lanjutkan imanjinasimu, kreativitasmu JAKI kalian mantap👍",5,2020-11-06 18:03:13,Google Play Store
Basir Rahman,Ok banget berita nya,1,2021-11-09 02:06:24,Google Play Store
ichwan Feriyanto,Sangat membantu,5,2021-09-30 02:00:17,Google Play Store
Sandy Wdy,Bikin panik hasil nya woi,1,2020-07-23 18:27:45,Google Play Store
Patrickkuri,s3 pemasaran,1,2020-12-04 18:43:06,Google Play Store
Kunto Kunto,mana aplikasi CLM nyaa???,1,2020-07-23 17:32:49,Google Play Store
DewaL Lodaya,Cara liat JakCLM Gimana sih?,1,2020-07-23 19:25:39,Google Play Store
Nanang Ppsu,Sangat membantu,5,2020-01-16 20:47:15,Google Play Store
Aan Juansyah,Sangat membantu,5,2021-07-24 11:21:14,Google Play Store
Kasyifa Ningrum,Gangu banget udah sekali di pake doang,1,2020-08-23 14:11:37,Google Play Store
Syaifula Ipul,Membantu laporan di wilayah,5,2021-10-12 09:59:02,Google Play Store
Muhammad Hambali,"Meninjau Kota ,( IBU KOTA TERCINTA DKI JAKARTA ) kota kelahiran saya,",5,2021-06-11 00:43:51,Google Play Store
Asep Hardiana,Kita bisa ikut menilai kinerja aparatur pemerintah jakarta,5,2021-02-25 20:48:12,Google Play Store
Wachyuni Yuyun,Sangat puas sekali,5,2020-01-23 18:09:30,Google Play Store
Christanti Suzanna,Cepat responnya,5,2021-09-14 12:00:15,Google Play Store
Anugrah Darren,Sangat membantu,5,2021-03-10 16:07:51,Google Play Store
Albert Hutabarat,Suku dinas Binamarga kota Jakarta Barat tidak kerjakan tidak lanjut arahan dari dinas Binamarga Jakarta yakni proyek pekerjaan umum trotoar- jalan mangkrak dari belanja anggaran tahun 2019 dilokasi JL.Pesanggarahan raya kec. Kembangan dikota Jakarta Barat,1,2020-09-27 18:20:26,Google Play Store
Januar Mauliandi,Bagai mana ini gubeenur orang sudah divaksin ko di tulis belum di vaksin.,2,2021-07-15 19:22:16,Google Play Store
khotma nurlatif,Aplikasinya keren 👍,5,2021-06-26 13:31:13,Google Play Store
R1974 Stones,Lapor di jaki. Data2 pelapor TDK dapat di rahasiakan oleh pihak kelurahan...gmana privasi pelapor TDK dijaga,1,2022-02-16 14:58:42,Google Play Store
